ID Pregunta,ID Tema,Tema,ID SubTema,Subtema,n Pregunta,Pregunta,ID Respuesta,n Respuesta,Es Correcta,Descripcio,Comentaris
PN1157,4,Matemáticas,29,Geometría,3,¿Cuál es la montaña más alta en Geometría?,RN11573,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1157,4,Matemáticas,29,Geometría,3,¿Cuál es la montaña más alta en Geometría?,RN11574,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1158,4,Matemáticas,29,Geometría,4,¿En qué época ocurrió la guerra en Geometría?,RN11581,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1158,4,Matemáticas,29,Geometría,4,¿En qué época ocurrió la guerra en Geometría?,RN11582,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1158,4,Matemáticas,29,Geometría,4,¿En qué época ocurrió la guerra en Geometría?,RN11583,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1158,4,Matemáticas,29,Geometría,4,¿En qué época ocurrió la guerra en Geometría?,RN11584,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1159,4,Matemáticas,30,Cálculo,1,¿Cuál es la capital de Cálculo?,RN11591,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1159,4,Matemáticas,30,Cálculo,1,¿Cuál es la capital de Cálculo?,RN11592,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1159,4,Matemáticas,30,Cálculo,1,¿Cuál es la capital de Cálculo?,RN11593,3,no,London,Explicación: esta respuesta es incorrecta.
PN1159,4,Matemáticas,30,Cálculo,1,¿Cuál es la capital de Cálculo?,RN11594,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1160,4,Matemáticas,30,Cálculo,2,¿Qué río es el más largo de Cálculo?,RN11601,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1160,4,Matemáticas,30,Cálculo,2,¿Qué río es el más largo de Cálculo?,RN11602,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1160,4,Matemáticas,30,Cálculo,2,¿Qué río es el más largo de Cálculo?,RN11603,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1160,4,Matemáticas,30,Cálculo,2,¿Qué río es el más largo de Cálculo?,RN11604,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1161,4,Matemáticas,30,Cálculo,3,¿Cuál es la montaña más alta en Cálculo?,RN11611,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1161,4,Matemáticas,30,Cálculo,3,¿Cuál es la montaña más alta en Cálculo?,RN11612,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1161,4,Matemáticas,30,Cálculo,3,¿Cuál es la montaña más alta en Cálculo?,RN11613,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1161,4,Matemáticas,30,Cálculo,3,¿Cuál es la montaña más alta en Cálculo?,RN11614,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1162,4,Matemáticas,30,Cálculo,4,¿En qué época ocurrió la guerra en Cálculo?,RN11621,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1162,4,Matemáticas,30,Cálculo,4,¿En qué época ocurrió la guerra en Cálculo?,RN11622,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1162,4,Matemáticas,30,Cálculo,4,¿En qué época ocurrió la guerra en Cálculo?,RN11623,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1162,4,Matemáticas,30,Cálculo,4,¿En qué época ocurrió la guerra en Cálculo?,RN11624,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1163,5,Literatura,31,Poesía,1,¿Cuál es la capital de Poesía?,RN11631,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1163,5,Literatura,31,Poesía,1,¿Cuál es la capital de Poesía?,RN11632,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1163,5,Literatura,31,Poesía,1,¿Cuál es la capital de Poesía?,RN11633,3,no,London,Explicación: esta respuesta es incorrecta.
PN1163,5,Literatura,31,Poesía,1,¿Cuál es la capital de Poesía?,RN11634,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1164,5,Literatura,31,Poesía,2,¿Qué río es el más largo de Poesía?,RN11641,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1164,5,Literatura,31,Poesía,2,¿Qué río es el más largo de Poesía?,RN11642,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1164,5,Literatura,31,Poesía,2,¿Qué río es el más largo de Poesía?,RN11643,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1164,5,Literatura,31,Poesía,2,¿Qué río es el más largo de Poesía?,RN11644,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1165,5,Literatura,31,Poesía,3,¿Cuál es la montaña más alta en Poesía?,RN11651,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1165,5,Literatura,31,Poesía,3,¿Cuál es la montaña más alta en Poesía?,RN11652,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1165,5,Literatura,31,Poesía,3,¿Cuál es la montaña más alta en Poesía?,RN11653,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1165,5,Literatura,31,Poesía,3,¿Cuál es la montaña más alta en Poesía?,RN11654,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1166,5,Literatura,31,Poesía,4,¿En qué época ocurrió la guerra en Poesía?,RN11661,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1166,5,Literatura,31,Poesía,4,¿En qué época ocurrió la guerra en Poesía?,RN11662,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1166,5,Literatura,31,Poesía,4,¿En qué época ocurrió la guerra en Poesía?,RN11663,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1166,5,Literatura,31,Poesía,4,¿En qué época ocurrió la guerra en Poesía?,RN11664,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1167,5,Literatura,32,Novela,1,¿Cuál es la capital de Novela?,RN11671,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1167,5,Literatura,32,Novela,1,¿Cuál es la capital de Novela?,RN11672,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1167,5,Literatura,32,Novela,1,¿Cuál es la capital de Novela?,RN11673,3,no,London,Explicación: esta respuesta es incorrecta.
PN1167,5,Literatura,32,Novela,1,¿Cuál es la capital de Novela?,RN11674,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1168,5,Literatura,32,Novela,2,¿Qué río es el más largo de Novela?,RN11681,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1168,5,Literatura,32,Novela,2,¿Qué río es el más largo de Novela?,RN11682,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1168,5,Literatura,32,Novela,2,¿Qué río es el más largo de Novela?,RN11683,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1168,5,Literatura,32,Novela,2,¿Qué río es el más largo de Novela?,RN11684,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1169,5,Literatura,32,Novela,3,¿Cuál es la montaña más alta en Novela?,RN11691,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1169,5,Literatura,32,Novela,3,¿Cuál es la montaña más alta en Novela?,RN11692,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1169,5,Literatura,32,Novela,3,¿Cuál es la montaña más alta en Novela?,RN11693,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1169,5,Literatura,32,Novela,3,¿Cuál es la montaña más alta en Novela?,RN11694,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1170,5,Literatura,32,Novela,4,¿En qué época ocurrió la guerra en Novela?,RN11701,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1170,5,Literatura,32,Novela,4,¿En qué época ocurrió la guerra en Novela?,RN11702,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1170,5,Literatura,32,Novela,4,¿En qué época ocurrió la guerra en Novela?,RN11703,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1170,5,Literatura,32,Novela,4,¿En qué época ocurrió la guerra en Novela?,RN11704,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1171,5,Literatura,33,Ensayo,1,¿Cuál es la capital de Ensayo?,RN11711,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1171,5,Literatura,33,Ensayo,1,¿Cuál es la capital de Ensayo?,RN11712,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1171,5,Literatura,33,Ensayo,1,¿Cuál es la capital de Ensayo?,RN11713,3,no,London,Explicación: esta respuesta es incorrecta.
PN1171,5,Literatura,33,Ensayo,1,¿Cuál es la capital de Ensayo?,RN11714,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1172,5,Literatura,33,Ensayo,2,¿Qué río es el más largo de Ensayo?,RN11721,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1172,5,Literatura,33,Ensayo,2,¿Qué río es el más largo de Ensayo?,RN11722,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1172,5,Literatura,33,Ensayo,2,¿Qué río es el más largo de Ensayo?,RN11723,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1172,5,Literatura,33,Ensayo,2,¿Qué río es el más largo de Ensayo?,RN11724,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1173,5,Literatura,33,Ensayo,3,¿Cuál es la montaña más alta en Ensayo?,RN11731,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1173,5,Literatura,33,Ensayo,3,¿Cuál es la montaña más alta en Ensayo?,RN11732,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1173,5,Literatura,33,Ensayo,3,¿Cuál es la montaña más alta en Ensayo?,RN11733,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1173,5,Literatura,33,Ensayo,3,¿Cuál es la montaña más alta en Ensayo?,RN11734,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1174,5,Literatura,33,Ensayo,4,¿En qué época ocurrió la guerra en Ensayo?,RN11741,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1174,5,Literatura,33,Ensayo,4,¿En qué época ocurrió la guerra en Ensayo?,RN11742,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1174,5,Literatura,33,Ensayo,4,¿En qué época ocurrió la guerra en Ensayo?,RN11743,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1174,5,Literatura,33,Ensayo,4,¿En qué época ocurrió la guerra en Ensayo?,RN11744,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1175,6,Arte,34,Pintura,1,¿Cuál es la capital de Pintura?,RN11751,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1175,6,Arte,34,Pintura,1,¿Cuál es la capital de Pintura?,RN11752,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1175,6,Arte,34,Pintura,1,¿Cuál es la capital de Pintura?,RN11753,3,no,London,Explicación: esta respuesta es incorrecta.
PN1175,6,Arte,34,Pintura,1,¿Cuál es la capital de Pintura?,RN11754,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1176,6,Arte,34,Pintura,2,¿Qué río es el más largo de Pintura?,RN11761,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1176,6,Arte,34,Pintura,2,¿Qué río es el más largo de Pintura?,RN11762,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1176,6,Arte,34,Pintura,2,¿Qué río es el más largo de Pintura?,RN11763,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1176,6,Arte,34,Pintura,2,¿Qué río es el más largo de Pintura?,RN11764,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1177,6,Arte,34,Pintura,3,¿Cuál es la montaña más alta en Pintura?,RN11771,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1177,6,Arte,34,Pintura,3,¿Cuál es la montaña más alta en Pintura?,RN11772,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1177,6,Arte,34,Pintura,3,¿Cuál es la montaña más alta en Pintura?,RN11773,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1177,6,Arte,34,Pintura,3,¿Cuál es la montaña más alta en Pintura?,RN11774,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1178,6,Arte,34,Pintura,4,¿En qué época ocurrió la guerra en Pintura?,RN11781,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1178,6,Arte,34,Pintura,4,¿En qué época ocurrió la guerra en Pintura?,RN11782,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1178,6,Arte,34,Pintura,4,¿En qué época ocurrió la guerra en Pintura?,RN11783,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1178,6,Arte,34,Pintura,4,¿En qué época ocurrió la guerra en Pintura?,RN11784,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1179,6,Arte,35,Escultura,1,¿Cuál es la capital de Escultura?,RN11791,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1179,6,Arte,35,Escultura,1,¿Cuál es la capital de Escultura?,RN11792,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1179,6,Arte,35,Escultura,1,¿Cuál es la capital de Escultura?,RN11793,3,no,London,Explicación: esta respuesta es incorrecta.
PN1179,6,Arte,35,Escultura,1,¿Cuál es la capital de Escultura?,RN11794,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1180,6,Arte,35,Escultura,2,¿Qué río es el más largo de Escultura?,RN11801,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1180,6,Arte,35,Escultura,2,¿Qué río es el más largo de Escultura?,RN11802,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1180,6,Arte,35,Escultura,2,¿Qué río es el más largo de Escultura?,RN11803,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1180,6,Arte,35,Escultura,2,¿Qué río es el más largo de Escultura?,RN11804,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1181,6,Arte,35,Escultura,3,¿Cuál es la montaña más alta en Escultura?,RN11811,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1181,6,Arte,35,Escultura,3,¿Cuál es la montaña más alta en Escultura?,RN11812,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1181,6,Arte,35,Escultura,3,¿Cuál es la montaña más alta en Escultura?,RN11813,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1181,6,Arte,35,Escultura,3,¿Cuál es la montaña más alta en Escultura?,RN11814,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1182,6,Arte,35,Escultura,4,¿En qué época ocurrió la guerra en Escultura?,RN11821,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1182,6,Arte,35,Escultura,4,¿En qué época ocurrió la guerra en Escultura?,RN11822,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1182,6,Arte,35,Escultura,4,¿En qué época ocurrió la guerra en Escultura?,RN11823,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1182,6,Arte,35,Escultura,4,¿En qué época ocurrió la guerra en Escultura?,RN11824,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1183,6,Arte,36,Arquitectura,1,¿Cuál es la capital de Arquitectura?,RN11831,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1183,6,Arte,36,Arquitectura,1,¿Cuál es la capital de Arquitectura?,RN11832,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1183,6,Arte,36,Arquitectura,1,¿Cuál es la capital de Arquitectura?,RN11833,3,no,London,Explicación: esta respuesta es incorrecta.
PN1183,6,Arte,36,Arquitectura,1,¿Cuál es la capital de Arquitectura?,RN11834,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1184,6,Arte,36,Arquitectura,2,¿Qué río es el más largo de Arquitectura?,RN11841,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1184,6,Arte,36,Arquitectura,2,¿Qué río es el más largo de Arquitectura?,RN11842,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1184,6,Arte,36,Arquitectura,2,¿Qué río es el más largo de Arquitectura?,RN11843,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1184,6,Arte,36,Arquitectura,2,¿Qué río es el más largo de Arquitectura?,RN11844,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1185,6,Arte,36,Arquitectura,3,¿Cuál es la montaña más alta en Arquitectura?,RN11851,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1185,6,Arte,36,Arquitectura,3,¿Cuál es la montaña más alta en Arquitectura?,RN11852,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1185,6,Arte,36,Arquitectura,3,¿Cuál es la montaña más alta en Arquitectura?,RN11853,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1185,6,Arte,36,Arquitectura,3,¿Cuál es la montaña más alta en Arquitectura?,RN11854,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1186,6,Arte,36,Arquitectura,4,¿En qué época ocurrió la guerra en Arquitectura?,RN11861,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1186,6,Arte,36,Arquitectura,4,¿En qué época ocurrió la guerra en Arquitectura?,RN11862,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1186,6,Arte,36,Arquitectura,4,¿En qué época ocurrió la guerra en Arquitectura?,RN11863,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1186,6,Arte,36,Arquitectura,4,¿En qué época ocurrió la guerra en Arquitectura?,RN11864,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1187,7,Música,37,Clásica,1,¿Cuál es la capital de Clásica?,RN11871,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1187,7,Música,37,Clásica,1,¿Cuál es la capital de Clásica?,RN11872,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1187,7,Música,37,Clásica,1,¿Cuál es la capital de Clásica?,RN11873,3,no,London,Explicación: esta respuesta es incorrecta.
PN1187,7,Música,37,Clásica,1,¿Cuál es la capital de Clásica?,RN11874,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1188,7,Música,37,Clásica,2,¿Qué río es el más largo de Clásica?,RN11881,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1188,7,Música,37,Clásica,2,¿Qué río es el más largo de Clásica?,RN11882,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1188,7,Música,37,Clásica,2,¿Qué río es el más largo de Clásica?,RN11883,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1188,7,Música,37,Clásica,2,¿Qué río es el más largo de Clásica?,RN11884,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1189,7,Música,37,Clásica,3,¿Cuál es la montaña más alta en Clásica?,RN11891,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1189,7,Música,37,Clásica,3,¿Cuál es la montaña más alta en Clásica?,RN11892,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1189,7,Música,37,Clásica,3,¿Cuál es la montaña más alta en Clásica?,RN11893,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1189,7,Música,37,Clásica,3,¿Cuál es la montaña más alta en Clásica?,RN11894,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1190,7,Música,37,Clásica,4,¿En qué época ocurrió la guerra en Clásica?,RN11901,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1190,7,Música,37,Clásica,4,¿En qué época ocurrió la guerra en Clásica?,RN11902,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1190,7,Música,37,Clásica,4,¿En qué época ocurrió la guerra en Clásica?,RN11903,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1190,7,Música,37,Clásica,4,¿En qué época ocurrió la guerra en Clásica?,RN11904,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1191,7,Música,38,Jazz,1,¿Cuál es la capital de Jazz?,RN11911,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1191,7,Música,38,Jazz,1,¿Cuál es la capital de Jazz?,RN11912,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1191,7,Música,38,Jazz,1,¿Cuál es la capital de Jazz?,RN11913,3,no,London,Explicación: esta respuesta es incorrecta.
PN1191,7,Música,38,Jazz,1,¿Cuál es la capital de Jazz?,RN11914,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1192,7,Música,38,Jazz,2,¿Qué río es el más largo de Jazz?,RN11921,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1192,7,Música,38,Jazz,2,¿Qué río es el más largo de Jazz?,RN11922,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1192,7,Música,38,Jazz,2,¿Qué río es el más largo de Jazz?,RN11923,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1192,7,Música,38,Jazz,2,¿Qué río es el más largo de Jazz?,RN11924,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1193,7,Música,38,Jazz,3,¿Cuál es la montaña más alta en Jazz?,RN11931,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1193,7,Música,38,Jazz,3,¿Cuál es la montaña más alta en Jazz?,RN11932,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1193,7,Música,38,Jazz,3,¿Cuál es la montaña más alta en Jazz?,RN11933,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1193,7,Música,38,Jazz,3,¿Cuál es la montaña más alta en Jazz?,RN11934,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1194,7,Música,38,Jazz,4,¿En qué época ocurrió la guerra en Jazz?,RN11941,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1194,7,Música,38,Jazz,4,¿En qué época ocurrió la guerra en Jazz?,RN11942,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1194,7,Música,38,Jazz,4,¿En qué época ocurrió la guerra en Jazz?,RN11943,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1194,7,Música,38,Jazz,4,¿En qué época ocurrió la guerra en Jazz?,RN11944,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1195,7,Música,39,Rock,1,¿Cuál es la capital de Rock?,RN11951,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1195,7,Música,39,Rock,1,¿Cuál es la capital de Rock?,RN11952,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1195,7,Música,39,Rock,1,¿Cuál es la capital de Rock?,RN11953,3,no,London,Explicación: esta respuesta es incorrecta.
PN1195,7,Música,39,Rock,1,¿Cuál es la capital de Rock?,RN11954,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1196,7,Música,39,Rock,2,¿Qué río es el más largo de Rock?,RN11961,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1196,7,Música,39,Rock,2,¿Qué río es el más largo de Rock?,RN11962,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1196,7,Música,39,Rock,2,¿Qué río es el más largo de Rock?,RN11963,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1196,7,Música,39,Rock,2,¿Qué río es el más largo de Rock?,RN11964,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1197,7,Música,39,Rock,3,¿Cuál es la montaña más alta en Rock?,RN11971,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1197,7,Música,39,Rock,3,¿Cuál es la montaña más alta en Rock?,RN11972,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1197,7,Música,39,Rock,3,¿Cuál es la montaña más alta en Rock?,RN11973,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1197,7,Música,39,Rock,3,¿Cuál es la montaña más alta en Rock?,RN11974,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1198,7,Música,39,Rock,4,¿En qué época ocurrió la guerra en Rock?,RN11981,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1198,7,Música,39,Rock,4,¿En qué época ocurrió la guerra en Rock?,RN11982,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1198,7,Música,39,Rock,4,¿En qué época ocurrió la guerra en Rock?,RN11983,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1198,7,Música,39,Rock,4,¿En qué época ocurrió la guerra en Rock?,RN11984,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1199,8,Tecnología,40,Informática,1,¿Cuál es la capital de Informática?,RN11991,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1199,8,Tecnología,40,Informática,1,¿Cuál es la capital de Informática?,RN11992,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1199,8,Tecnología,40,Informática,1,¿Cuál es la capital de Informática?,RN11993,3,no,London,Explicación: esta respuesta es incorrecta.
PN1199,8,Tecnología,40,Informática,1,¿Cuál es la capital de Informática?,RN11994,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1200,8,Tecnología,40,Informática,2,¿Qué río es el más largo de Informática?,RN12001,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1200,8,Tecnología,40,Informática,2,¿Qué río es el más largo de Informática?,RN12002,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1200,8,Tecnología,40,Informática,2,¿Qué río es el más largo de Informática?,RN12003,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1200,8,Tecnología,40,Informática,2,¿Qué río es el más largo de Informática?,RN12004,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1201,8,Tecnología,40,Informática,3,¿Cuál es la montaña más alta en Informática?,RN12011,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1201,8,Tecnología,40,Informática,3,¿Cuál es la montaña más alta en Informática?,RN12012,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1201,8,Tecnología,40,Informática,3,¿Cuál es la montaña más alta en Informática?,RN12013,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1201,8,Tecnología,40,Informática,3,¿Cuál es la montaña más alta en Informática?,RN12014,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1202,8,Tecnología,40,Informática,4,¿En qué época ocurrió la guerra en Informática?,RN12021,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1202,8,Tecnología,40,Informática,4,¿En qué época ocurrió la guerra en Informática?,RN12022,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1202,8,Tecnología,40,Informática,4,¿En qué época ocurrió la guerra en Informática?,RN12023,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1202,8,Tecnología,40,Informática,4,¿En qué época ocurrió la guerra en Informática?,RN12024,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1203,8,Tecnología,41,Robótica,1,¿Cuál es la capital de Robótica?,RN12031,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1203,8,Tecnología,41,Robótica,1,¿Cuál es la capital de Robótica?,RN12032,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1203,8,Tecnología,41,Robótica,1,¿Cuál es la capital de Robótica?,RN12033,3,no,London,Explicación: esta respuesta es incorrecta.
PN1203,8,Tecnología,41,Robótica,1,¿Cuál es la capital de Robótica?,RN12034,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1204,8,Tecnología,41,Robótica,2,¿Qué río es el más largo de Robótica?,RN12041,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
